text,y_pred
我想知道大后天是个什么节日,9
经济萧条的年代人们都变得脆弱了怀旧了不愿折腾了懂得珍惜了吗,0
想看有湖南经济的经济新闻,1
每周一的那个提醒改成每周二提醒,7
给放明月照我心的大结局啊,8
电视上今天演小猪佩奇了吗播给我女儿看,1
是不是能来一个去年出来的悬疑剧或者犯罪片啊,8
随便来一首郎朗的钢琴曲呗,5
小灵通拨打多少号码打长途优惠,0
帮我找一个漂亮的姑娘看看,8
马上建一个9号去东大桥的提醒,7
8号淮南到苏州的高铁票还有不,2
去浦东新区怎么坐车,2
从广州到南阳的EMS需要多少天,2
帮我播放张信哲的过火,5
西二的脸红可以播放一下不,5
帮我把取暖器温度调高两度行嘛,10
2021年的玄幻剧玉龙现在可以播放一下不,8
马上关了空调,10
我现在要听陈忠实的白鹿原原著,5
回放一下3点17播出的艺览天下-2021-19,4
电热毯温度太高了帮我调低一点,10
看看星期4是什么节日呢,9
中国传统节日重阳节是农历多少号啊,9
郭德纲的单口相声给我放一下,1
当然他们并不只冲着阎教授一个人,0
不得不说郭亮的郭亮直通车讲的很好，这个也在上海交通广播里，快搜吧,6
登记最近一周内蒙古的气温情况,11
看看广州去肇庆的客车是几点的呀,2
帮我播一下阿春和天空合作的广播剧,3
成龙2018年的专辑我还是成龙里的物是人非播放呢,5
明天是不是阳光明媚，能去钓鱼,11
收听频率是一零三点零的南通经济广播电台,6
请给我找路我要去广州市,2
香港的电视剧失忆24小时拍摄花絮播放出来,1
想看寰宇地理，帮我打开科教健康吧,4
难道伤心是你给我的温柔,8
虽贵为富家子弟但为了女友也不在乎,8
晚上几点钟睡觉比较好,0
三农进行时是不是在六点零五分开始播放,8
我能继续观看一下上次那个喜剧吗,8
给我看看后天广州可以穿什么,11
帮我切换到正在CCTV1频道播放的朝闻天下,6
讲修仙的广播剧播放一个吧,8
查一下明天南京空气质量怎么样,11
李易峰还有杨幂一起演的古剑奇谭现在播放下呢,8
有声小说乔家的儿女给我播一下,1
找一下每周三，11点更新的国产动漫,1
小心啊打雷喽下雨收衣服啊,11
有声小说赘婿给我播一下,4
打开电视切换到河北卫视,2
查一下订1张明天12点去北京的D7一等座,2
我想听薛之谦的丑八怪,5
帮我打开摄像头好吗,10
下午5点不要提醒我搬砖,7
请放一下下午两点的广东卫视的节目,4
是否可以来一首郎朗的钢琴曲,5
评论家谈汤唯复出拍月满轩尼诗掉身价,0
明天三点半有个画展,8
二零一零年五月明星微博日报往日回顾,1
现在给我放一下托尔斯泰的复活法语版的,3
给小朋友放春晓这首诗,3
陈伟霆天价接情侣秀与阿拍拖有财路,8
空调风速调大一点调至三四十,10
随机播放一个张杰的歌曲可以不,5
山东潍坊医药集团公司安丘公司医疗批发部,5
查一下到胃塘镇有多少远,2
我想把蒸烤箱切换到热风烧烤模式行不行呢,10
今天的经济频道都有些什么节目我想看下,4
重复收听镭镭主持的雷磊蕾镭,6
你到底有没有男朋友呀,0
我想看精华版的忘记你记得爱情,8
房间里很闷热，把风扇的通风模式打开,10
请问对于姓名笔画数相同是否纯属巧合,5
立刻播放小风暴之时间的玫瑰这部电影,8
帮我放闻天主持的文艺之声,6
找一下周深的我在这挺好的,8
麻溜的打开最大空调风速,10
今天羊肉多儿少钱一斤,0
回播湖南综合狼烟遍地,4
能续播一下在看的推理剧吗,8
麻烦打开一下上周五凌晨五点广东卡通播过的卡通动画吧,1
找一下吴亦凡赛车比赛的片段,1
麻烦帮我创建一个周末上午10点去补习班的提醒。,7
按顺序播放大陆穿越电视剧,8
是不是能找一个比较好看的美剧播放一下呢,8
因为当年台湾市场对于这种片子的需求量是很大的所以才有得做,0
马上帮我建一个4月2号下午2点召开公司董事会提醒,7
所以大家竞争不会很激烈算是比较惨淡的一个档期,8
请循环的播放安徒生童话故事,5
西安近期有下雨吗,11
今天什么天气,11
我需要看一部悬疑剧朱莉快逃,8
cctv2财经频道经济半小时放一下,8
多重关卡的设置使得该节目惊险刺激趣味横生,7
天气太干，可不可以把湿度器打开一下,10
给我循环播一下柳宗元的江雪,5
我儿子想看公共的跟我一起跳帮我找出来,1
阴历9月11是阳历几号,9
在接受访问时有人两度高空淋水好在没有被淋中她估计是恶作剧,7
阿牛我都放在怎么凸显我的朋友们的特色,5
本周的月全食出现在星期几,9
妻子的浪漫旅行在哪个频道播出帮忙搜搜,4
能否播放5月22日的今日西安吗,1
战斗类的枕刀歌给我放最新的一集我想看,1
来一个新加坡拍摄的言情剧吧,8
让我知道最快去一班三亚去上海的机票还有几张,2
播放连丽如讲的康熙私访,8
帮我把电饭煲开到酸奶模式做草莓酸奶吧,10
能继续给我听频率是九五点六的开平电台吗,6
放文学小说百年孤独的日语版,3
帮我调频到深夜治愈所,10
而随着亚运会的临近众多演艺明星也都纷纷亮相为亚运喝彩,8
马上给我查查6点有去广州的特快吗,2
播放重庆交通广播,6
找章昕和嘉宾主持的城市名人堂,6
快吃晚饭了，帮我把微波炉里的剩饭热热吧,10
昆明春天气温高吗？,11
讲一下小鲤鱼跳龙门这个故事给我听,3
能把昨天看的言情剧继续播放下吗,8
找一下任嘉伦主演的锦衣之下,8
30秒以后查询星期几是圣诞节,9
明天我可以穿大衣去机场吗,11
天字号密令1点38播出的视频帮我查看一下,4
8点开始做运动定闹钟,7
但刚准备剖腹产还没有麻醉就自己出来了,0
看看今天天有大连去广州的火车吗,2
请播放明星类综艺向往的生活,1
平原烽火还是在凌晨四点半播放吗？帮我看下,4
放到最大空调风速让我吹吹,10
5月18日城市台有什么节目播放吗？帮我看下,4
你不是说你要睡觉了吗,0
晚上5点不要通知我给刮胡刀充电,7
断开电饭煲电源,10
给我调到幺零五点二的常州经济广播电台,6
告诉我明天七点香格里拉会刮风吗,11
请告诉我大连去往深圳的动车是20点的吗,2
找呼和浩特内蒙古语综合广播的文学欣赏听,6
北京体育广播的体坛夜话来一个,6
千百年后谁还记得谁韩磊,10
预约十分钟后开启客厅的空气净化器,10
如虎扑羊情挑言承旭警告对方别爱自己图,5
给我读一本历史小说,3
晚间新闻是七点在云南卫视播出吗我还想看看,8
昨天CCTV6播完的大进军-南线大追歼再播一遍,11
CCTV8电视剧频道正在直播哪个节目搜索并播放,4
坚持对我来说就是以刚克刚,8
明天是农历的什么时候,9
台灯有点暗，把亮度调亮些,10
动漫魔女之旅帮我找一下吧,1
天津相声广播欢笑在路上帮我放一下吧,6
请在7点的时候叫我去网球,7
是不是能来一首高人气的古典音乐,5
能给我来一个美国电影变形金刚吗,8
下周去上海请帮我查询下周一的天气怎么样？,11
可以帮我调到河南公共看看幸福密码是不是已经播放了,8
帮我看看去杭州的商务舱还有几张,2
西津渡横店顺利杀青演职人员泪洒片场,11
我们一起走进市里自此一生携手,8
亮点甄子丹金城武汤唯的金牌阵容已是票房保证,5
12点了看会儿午间新闻吧,1
说一说中国的阴历8月15是什么节日呢,9
4月29号的提醒新建一个上午的,7
我要听宋小宝的爆笑小品回家,6
明天大同会下雨吗,11
看一下二零一三年的新交通规则,2
奥秘科普杂志每月多久出版,0
我想看偶像剧一千零一夜的第二十集,8
明天沈阳的温度高吗？,11
40秒后报下上海飞东京的飞机是今天的吗,2
我要听按图上的一串珍珠这个故事,3
请播放一下2020年的诱爱入局,5
把风调成到百分之80风大点儿,2
立刻找出来RedmiBook Pro 14的测评视频,1
凤凰传奇的海底是不是可以单曲循环给我呢,5
非常想走进下一步生孩子,0
播一个紫金陈的推理小说来听,3
说了江苏卫视就不能不说湖南卫视,8
听一下大海,5
你还没告诉我你叫什么,0
回看CCTV2的往期视频一槌定音-2021-19,1
这周五下午四点的勇者胜播放了吗帮我看下,4
植树节是星期几,9
明天四川多地有风吗,11
我想看单依纯演唱的如此的视频,1
我怎么样才可以找到你,8
记录大理紫外线变化,11
帮我订四个上午11点到上海的火车,2
帮我查询明天南昌室外温度多少度,11
美食大探索是在中午十一点四十六分播放吗我想看下,4
给我讲一下小蝌蚪找妈妈的故事,3
能不能订一张今天11点50分飞海口的飞机票,2
1981年的动漫三个和尚给我播放,1
是不是想我想睡不着呀,5
收听Mike主持的素人广播,6
给我来一首2021年的电视剧金曲呢,5
我现在要听著名小说战争与和平俄语版的,3
面对尴尬问题林凤娇日前忍不住发火说不要问我,0
梁启超纪念中学有多少个老师他们叫什么名字,0
调到中央广播电台的都市之声,6
美国好莱坞的科幻片播放一个可以吗,8
今年的万灵节是什么时候,9
搜一下这星期五是农历几号吧,9
敦煌哪能买到养鱼的书,6
今年的几月几号是火把节,9
请告诉我国庆节是几月几日,9
帮我把蒸烤箱设置成200度蒸烤模式，我要做烤鸡,10
17号的湖南新闻联播还能再回放吗帮我看下,4
放李白的将进酒来给我听,5
大兵小将元谋开机成龙演大将怒噼木桩图,0
在周五放学之后我想观看泰坦尼克号这部爱情电影。,8
播放一个坐井观天的故事,8
87.7孝感电台交通音乐台帮我放一下,6
你看没看到敲到我的脸呀,8
真事纪事播完接下来是不是美食娱乐面对面,8
单曲循环歌曲白鸽,5
刚才是否帮我建了一个9月3号接机的提醒,7
洗碗机定时二十分钟,10
5月14在中央7套播出的今日说法帮我回放一下,4
循环放一下王维的少年行,5
我想收听轻松调频里的音乐放松一下呢,6
据悉这是陈坤第一次以非演员身份为电影配音,8
我要随机听专辑莱芙里面的歌曲,5
超级想看辣目洋子今年在超新星运动会上表演的艺术体操视频,1
星期几是阔什节,9
科幻类的有声漫画给我播一个,0
2021年马赛克乐队唱歌的视频找一个出来,1
继续放一下陈思诚那个电影吧,8
佟丽娅张鲁一演的电视剧爱国者顺序播放,8
查询未来一周青岛天气状况,11
宁静的都市之声现在就播放呢,6
上月石家庄空气质量稳定吗,11
将5月1号下午三点的那个提醒给我删除,7
电视剧红苹果乐园女主角的真名是什么,8
明天空气质量严重不？,11
龙海那边有没有下过雾,11
能不能帮我删除3月2号准备上班的提醒,7
播放一首2009年的电视剧金曲可以吗,5
OPPO Reno6 Pro的开箱视频找一下,1
专门环节向怀恩豪斯致敬,9
演技指数五星龙套指数三星,11
大理的穿衣指数怎么样,11
泰山最近是晴天吗,11
随便放一首适合睡觉的钢琴曲,5
能来一个交通类的北京人民广播电台交通台吗,6
周六去杭州最快到达的高铁,2
好看的主旋律要有好看的故事更要在故事里包裹一个坚韧精神之核,8
当主持人宣布冠军姓名的时候张元丽甚至以为自己在做梦,0
麻烦帮我制定后天早上7点30给孩子做早餐的闹钟。,7
二零一三年三月三日七星彩开什么号码,9
空调温度调到18度好吗,10
我想听唐朝乐队的摇滚,5
给我查询农历2月12和农历2月13哪天是4月4号呢,9
续播一下言情小说嫡女惊华的第二十章,8
可不可以把冰箱的冷冻室设置成零下18度呢,10
给我找一下港片喜剧武状元苏乞儿。,8
他更表示希望能有机会到上海求学学习中文,0
至于木村的队友中居正广近日被轰三度连任红白大赛司仪有欠新鲜,1
好像是不是有个综艺叫乘风破浪姐姐给我找下看,7
里的裸戏就让给郭明翔饰演的鬼影了,0
祝福兄弟情深不少于一百字的信息,8
我们21号要去法兰克福机场查一下机票,2
三星I八零九操作系统二点二能升级到二点三吗,2
播放这个杀手不太冷这部动作电影。,8
播放现在正在中央少儿频道播出的动漫世界,4
新浪娱乐能简单介绍一下你们的出道专辑吗,5
放一首榜单上的夜空中最亮的星专辑世界里的,5
调到福建经济广播电台看看在播什么,6
卫生街十一路路西十米盛福棋牌社,11
给我看看最火的动漫魔道祖师,1
6点进行减肥锻炼设置成闹钟,7
帮我回放一下昨天的新闻联播,4
闹钟提醒我周五早起5点15,7
播一下晚上24点更新的向警予的介绍视频,1
2021年新出歌来一首深情的听一下啊,5
我要到东柳大街,2
频率是一零四点四的山东人民广播电台综合频道给我播放一下可以不,6
到点了打开广西卫视看广西新闻,4
在7点59播出的综艺喜乐汇-2021-586回播一下,4
他玩起了太极笑眯眯地说大家拭目以待咯,7
我爸的车直接从单位去姥姥家了,2
我目的地是岔河镇找找路,2
查查昨天的农历究竟是多少,9
制定后天中午11点多去药房拿药的提醒。,7
请收听北京外语广播的感受北京,6
打错了不是我们学校是我们宿舍,9
我想听汪苏泷的明天你是否依然爱我,5
循环播一下故事夏洛特的网这个故事,3
不少网友认为每个人有每个人的活法不应该只盯着人家的好处,5
给我打开小龙妹呀休息哦现在直播的王者荣耀视频,1
查询明天江南气温如何,11
香港那边的喜剧片来一个吧,8
5月26上午播出的兵器面面观-2021-90回放一下,1
云南娱乐九点钟到十点钟播放什么节目帮我看下,4
后天重庆会下雨吗,11
山东体育的真相百分之百帮我打开,10
是否可以继续播放陈思诚导演的电影呢,8
30号到鸡西的火车票还有吗,2
放奥尔加.格鲁申的小说四十个房间英文版的,3
她的心态不介意夺走歌曲的风头,5
酒泉最近哪些专卖店有打折,2
打开中央电视体育赛事，看看体育新闻,1
天然气警报器关闭,10
能不能继续收听一下频率是九二点二的河源电台,6
我可以听一首2018年的KTV点播最多的歌曲吗,5
今天上午到晚上东莞会不会下雪,11
明天下午1点去医院挂号的行程提醒我一下。,7
圆规与尺作正十七边形,8
给我单曲循环2021最热的轻音乐,5
改成明天早上五点半提醒我拿快递,7
五分钟后打开游戏机,10
我想听一整天的邓紫棋唱的粤语歌。,5
帮我查看宁波电视台正在直播的栏目,4
随便播一个王更新讲的历史小说,1
来几首王力宏的比较欢快的音乐呢,5
是不是能把频率是一零三点三的大连交通收听一下呢,6
世界上总有一个人也在找你,8
我还没找着自己的扮相,0
来咱们两个睡觉做个好事,8
我想知道今晚郑州的风向是从哪到哪,2
请问五元GPRS流量怎样开通啊,6
天长地久有时尽此恨绵绵无绝期意思是,8
农历12月11是礼拜几,9
拥有你是我最大的骄傲,0
但很多朋友会替我不平,1
残花落尽何需败柳的含意,5
播一下广播剧绝对契合第二集,3
查询看看3月8日有湛江开往茂名的大巴吗,2
这周日是几号,9
星期几是教师节,9
你可以查到纽约明天的温度是多少吗？,11
回答我中国传统节日元宵节是哪一天啊,9
给田宝宝发短信说我到你家门口啦,10
到六月份的端午节是多少号,9
杨和苏和福克斯是一个厂牌的，随机播放他们俩的歌。,5
帮我找一下最近的餐厅,2
怎么去最近的加油加气站,2
能不能查找9月21日是阴历多少,9
明星是否只享受利益不承担责任,0
从西御街到赛格七的最近公交路线及换乘站台,0
你电话号码可以给我吗,10
能不能帮我查询一下开往汕头的高铁中秋节有票吗,2
几月几号是燕子节,9
我要听掩耳盗铃的故事,3
她表示父母已为她计划好希望她可以重返校园继续学业,0
我需要看一个黄志忠的悬疑片可以吗或者是谍战的,8
播放推理剧的天道吧,8
有没有从上海到新千岁机场的飞机,2
黑夜升晖之旅巡演在今年全球最为轰动的巡回演出中排名第六,8
速度点儿查询明天上午到北京的航班,2
彭立哭诉沦为通缉犯被捕经历疑为旧爱背债图,8
给我播放刘亦菲演花木兰的现场花絮,1
是NBA不是WNBA男女不分,0
四川凉山州的空气湿度是多少。,11
把吹风机的风速调大。,10
除星期天外他每天去上班,7
续播梦里花落知多少小说的第十三集,8
他其实就想找个说法证明自己其实也没有什么大错,0
给我播放一下玄幻小说诛仙,3
讲个英文版的猫和老鼠的故事,3
新闻类的荆州电台新闻频道来一个可以吗,6
下辈子不做女人后一段歌词,10
我刚发了信息让你们帮我找文志社怎么还没回,7
今天穿短袖去临沂会不会冷,11
王仁君借央视中秋诗会向全球华人贺节图,0
刘兰芳讲的父子侠义传播放一下,8
调到河南欢腾购物看看欢腾购物可以吗,0
烈火刀影现在继续播放,8
我想听会儿王月主持的I沙发音乐节目,6
今天和明天的闹钟新建一下,7
后来经过多次练习才达到了理想的效果,6
那张杰和俞灏明得了多少名,10
找一部郭敬明写的小说放给我听,3
我想删除手机里面的歌怎么删,5
我现在就想看大陆女演员迪丽热巴的剧呢,8
什么时候去学校啊要走的时候打给我,7
八点钟的合肥都市房产报道要开始了吗帮我看下,4
赶紧告诉我星期一是几号呢,9
纪录片大小很重要帮我查询一下,1
现在能把频率调到FM97.6的福州人民广播电台吗,6
我想听郭麒麟岳云鹏的经典相声三大才子,3
最近爱丁堡气温高吗,11
这让很多关注此事的网友都惊叹并不解,8
请找个曲艺电台正放花鼓戏的,6
重复播放一下搞笑小说无良王爷恶劣妃帝妃逍遥第二章,3
什么气体能使品红溶液褪色加热又恢复原色,5
并且我们目前都还不是很清楚状况说离开只是传闻吧,8
三明各个影院是否有上映电影乐火男孩,8
播放犯罪心理广播剧第二季,3
现在开始循环播放格林童话中的故事好吗,3
她笑称总会有记者来采访摆孩子照片不方便,5
景向谁依配音的广播剧随便给我播放一个,3
昨天到底是星期几,9
大连近期空气质量稳定吗,11
三点的闹钟去买菜,7
能不能查看一下明天到南京的火车有什么时间段的,2
我想知道常熟下周末会不会下雨,11
周三上午八点四十五会下雨吗？,11
刚才说的什么翻译一下嘛,1
那你怎么知道我名字的,0
今年的泼水节是几月几号,9
帮我把卧室空调调到26度好吗,10
播放张惠妹的听海,5
其后两人被拍到密会男方希望复合但随着女方有新欢二人正式分手,0
对于炒作质疑金巧巧回应道很多事情发生的时间不是我能控制的,6
立即告诉我UU3881航班还有没有票,2
今天中午的新更新的下厨房综艺给我播一下,1
周六沧州会下雨吗,11
查查前天的农历是多少,9
想看主播有情，今天晚上还播吗帮我看下,4
巨塘二中怎么走啊,2
明天9点至12点的闹钟你已经帮我全部打开了吗,7
开车去昌平区天龙苑怎么走,2
我想听一会频率是九二点七的楚天广播音乐台呢,6
打开娱乐频道看看正在播出的神龙策2,4
请记住6点通知我带米酒,7
明天上午8点领取加油卡的闹铃设定一下。,7
给我单曲循环唢呐吹的百鸟朝凤,5
8月17是星期几,9
给小朋友找一个放梁言的体坛夜话节目的频道,6
想听老妖的古风歌儿了,5
问她昨天是否不会进书展,11
想看下今天的江苏城市有什么讲述风土人情的节目,4
设置一下28号上午9点去照相,7
给我们放一首玩乐里的治愈一点的曲子吧,5
想听听快乐晚高峰就是CNR文艺之声的,6
2月18日的了NBA2K19全明星赛给我打开吧,1
放念奴娇.赤壁怀古这首古诗来听,3
我想看颖儿演的电视剧的第20集,8
为什么不能回答我的问题,5
收听频率是一零四点八的苏州经济广播电台,6
知青未必都苦情让观众捧腹大笑眼泪成河,8
查找电影速度与激情9追车那个片段的cut,1
湖南电影台找下今天的电影。,8
幸福归来还是零点播放吗我想看看,8
你帮我定一个二月二十九号下午六点的闹钟,7
给我听一个频率是一零五点六的扬中人民广播电台,6
能播放一首2020年抖音比较火爆的歌曲给我听一下不,5
不要只将明天和后天的提醒删除,7
我要听用俄语讲的渔童这个故事,3
不要删除今天8点的闹铃,7
本周六宁波天晴，紫外线指数是多少,11
我要听FM104点3马洁的谈车论道,6
有没有2号到沈阳北的火车票,2
放瀑布这首诗来听一下,3
我想听古风版的我的一个道姑朋友,5
马上给我报下几月几号是农历的12月9日,9
来几首2011年的电视剧金曲吧,5
到拉萨应该都乘哪些火车,2
立即播放辰东的修真的网文遮天,8
安妮海盗和阿诺机长现在有回放可以看吗,8
续播一下汤姆·索亚历险记的第五章小说,3
可不可以帮我找下去年4月4日播放的周深演唱的相思的视频,1
频率是九七点四的珠江经济广播电台收听一下可以吗,6
想收听魏凡的节目song fan,6
今儿下午有雷阵雨吗,11
甜蜜蜜是70年代的经典歌曲，麻烦播放甜蜜蜜这首歌。,5
播放财经类大连财经吧,5
播一下小说俄语版的战争与和平,3
电视上体坛快讯的上期节目帮我回放一下,4
我是学大教育的邹老师,0
播放周星驰导演的奇幻爱情片美人鱼,8
新京报范范新专辑的造型比以前性感很多啊超短裙高跟鞋,8
请给我续播梦魇桃花的第十章节,8
明天早上提醒我出门带工作服别忘了哈,7
我准备收听FM107.8的怀旧好声音电台,6
你是不能播一下三生三世十里桃花的三十集啊,8
大空调风速上调至五十,10
国庆节是周几,9
平台各地的刘老根大舞台影视剧,11
你是否可以在12月29号叫我买重金属？,7
制定7号下午2点左右跟闺女去买鞋的闹铃。,7
放一个18年上的喜剧西红柿首富吧,8
云南新闻联播十点钟就结束了吗我还想看看,8
播报沈阳七点的气温指数,11
搜索一下天龙八部,1
2018年古装奇幻电视剧香蜜沉沉烬如霜拍摄花絮播放一下,1
播放王林主持的老年之声,6
搜索一下离我最近的药店,2
按节目列表顺序放中国戏剧广播里的秦腔节目,6
戏曲女驸马音频有吗放下,4
南都那今年小小志的生日怎么过的,5
播放神探夏洛克这一部推理电影。,8
你好可以加我吗谢谢了,8
你能帮我看看9月10日和9月9日哪天是星期三,9
把每天提醒我打卡改成每周一提醒,7
新还珠观剧指南它骨子里流着无聊的血,3
18年的电影海王给我播放一下可以吗,8
快查一查到西安的和谐号是几点的呢,2
请不要在3点提醒我干活了,7
鸡西宝宝的故事有卖婴儿用品消毒液吗,11
下午5点的闹钟能不能延迟4个小时再响,7
台北明天早上的穿衣指数是多少？,11
给我来一个孙越最经典的相声,8
明天海淀会结冰吗,11
去北京的飞机是几点的啊,2
开启十五分钟洗衣模式,10
找一下每周六，12点更新的国产动漫,1
瞅瞅大后天是个什么节日,9
设置往后8天每天早上9点提醒我淘宝签到,7
言承旭称与林志玲是好友感情问题回答慢半拍,8
麻雀这个专辑里的歌按顺序播放一下吧,5
创建明天下午5点去买菜的日程,7
给我把跑步机打开。,10
立刻播放一下肖战和王一博演的电视剧的第一集,8
快点告诉我如何从家去学校啊,2
3月是农历几月,9
降下一点儿空调风速,10
打电话给六六三二九八,8
儿童房的空调风速调至6,10
能不能告诉我民谣董小姐是谁演唱的啊,0
今年的中元节是星期几,9
空调温度在调低百分之10,10
听听看东野圭谷的推理小说,8
每个月15号提醒我去寺庙祈求平安,7
中午准备喝排骨玉米汤，帮我把电饭煲切换到煲汤功能吧,10
给我立刻搜索今天的熊出没,1
是否可以播放韩剧mine给我看看呢,8
找出5月29日零点30播出的动漫,1
本报讯记者黄锐海陈楚生与天娱解约官司终于尘埃落定,11
把9号去看李荣浩演唱会的提醒删除,7
在下午一点半喊我吃饭,7
今年的仲夏节是星期几,9
几月几号举行那达慕,9
想让你在七点的时候提醒我回家,7
帮我播放单田芳讲的隋唐演义,8
杨波主持的中国之声继续收听一下行不行呢,6
是否可以让冰箱开启节能模式呢,10
帮我查一下青海大通熏让乡兰家村郭慧敏的手机号儿,2
准备做皮蛋瘦肉粥，将电饭煲切换到炖汤模式,10
帮我回放5月12日的财经的开门大吉,1
我想要在11点跟朋友去打羽毛球，你记得提醒我,7
可以播放穿越火线吧,8
作为国家公民安全的维护者警察在无人区里愚蠢而又无能,6
帮我把客厅空调开到十八度,10
报一下郑州去往深圳的动车是12点的吗,2
不要只删除今天的闹钟，明天的闹钟也全部删除,7
你的火车几点到我去接你,0
挑战不可能上期电视放的我想看下,4
花莲明早穿衣指数怎么样,11
调到音乐频道徐州音乐广播，我现在要听音乐加速度,6
帮我调到河南法制看看法治现场,4
今天降温多少度用穿毛衣吗,11
快帮我创建明天上午8点15分带孩子体检的闹钟。,7
王一博的青春模样能一直单曲循环不,5
钮承泽开心艋获高人气盼影片内地上映,8
我弟下周二生日告诉我农历多少,9
从贵阳到凯里的车几点,2
随便播一个王更新讲的修仙小说,3
再一次相遇我会紧紧抱住你,10
昨天是5月几号,9
启动洗衣机自动清洗,10
昨天下午三点有刺激战场的竞技赛，放来看看,1
告诉我石家庄今天有西北风吗几级,11
张国立的那个铁齿铜牙纪晓岚能播一下第40集吗,8
我需要你续播一下言情剧呢,8
能不能帮我续播一下在看的恐怖片呢,8
来一首吴亦凡的大碗宽面,5
B站上的最美的夜bilibili晚会视频快点给我播放,1
来一首范仲淹的江上渔者,5
帮我开启蒸烤箱的烘焙模式做吧,10
郭德纲于谦的相声帮我放一下,1
给我放爱吹牛的小公鸡这个故事,3
青年演员王鹏凯将接替杜淳领衔湘西王,1
明天天气晴朗吗，能去游乐园玩儿吗？,2
我想听频率是一零五点八的南京交通广播电台音乐台,6
游戏视频备战国服最强铠还能找到吗,1
我想看一个今年放映的喜剧类电影可以吗,8
至于黄子佼昨天他听到双姝会面只淡淡说以和为贵乐观其成,7
请调到FM91.8的杭州交通电台,6
频率是九二点八的山东文艺广播电台立刻放给我,6
今明两天宁波有没有雪,11
我要把洗衣机关了,10
玄幻题材的有声小说随便播一个吧,8
能播放一个赵丽颖今年上的电视剧吗,8
上电视台怎么走啊,2
2011年出的法语歌曲随机来一首,5
讲一下猫和老鼠做朋友这个故事,3
在10:30提醒我去小爱悦拿止咳糖，去日丰管儿拿奶粉,7
美国硅谷第三季这个电视剧不错，播放看看,8
重新看一遍公共的最紧要健康,8
打开昨天六点四十分的湖南新闻联播,6
到过节的时候手机会不会降价,11
想听俄语版的喀秋莎,5
我很高兴见到你的老婆,5
看看今天有重庆飞来北京的飞机不,2
放一首张宇九十年代的《用心良苦》,5
给我来一首刘聪的说唱歌曲经济舱。,5
对于姑嫂散伙的消息记者求证了赵薇助手凌夷,5
能否回放一下早上七点二十分的时事关提案吗我想看下,4
阿杰配音的广播剧随便给我播放一个,3
我需要听一下音乐类的中央人民广播电台三台音乐之声,6
循环播放周杰伦的菊花台,5
帮我把窗帘关上吧，准备休息了,10
我要调大这屋空调的风速,10
周三到济南站的汽车票还有吗,2
麻烦给我播放岳云鹏的单口相声,8
超级QQ发内容到号码怎么弄,2
随便放几个科比的NBA比赛视频,1
可以随机来一首华晨宇的歌不,5
收听频率是一零零点六的资讯早八点,6
去嘉善炮台口高速怎么走,2
水浸传感器打开,10
我想调高温度,11
请循环收听秋扬的凌晨三点半,6
正点财经2021年5月25的节目回放给我看,1
明天早上7:40你可以提醒我带纸吗,7
帮我查一查到张家口火车票,2
今年有劳动节放假七天,9
循环收听频率是九九点一的十堰车城之声,6
能不能告诉我河源开往佛山的火车出发了吗,2
0点75倍速放冯绍峰袁姗姗演的创业时代第五集,8
知道不知道连云港始发的动车哪天有票,2
请你给我设置一个明天早上11点接朋友的闹钟。,7
