text,y_pred
李冰冰和吴尊演的谜巢看一下,8
播放美国NBA球赛,1
帮我把洗衣机设置为智能洗模式好吧,10
李淼工作连轴转多栖才艺露锋芒图,11
银行休假日是哪天,9
随便播放一个法语歌,8
我想知道三亚八月紫外线指数是不是很高。,11
昨天的电影台播的逗吧逗把街我没看到想再播放一下,1
10点的闹钟延迟10分钟后再响,7
大秀肌肉的同时也展示了他性格中男性粗犷的一面,7
晒懂事钟镇涛五岁女儿催婚,9
挨着个儿播放华语专辑死不回头里的歌曲,5
6月23日是星期几？,9
苏瑞每次出街必引起轰动照片总是被粉丝们争先恐后地转载,7
一站到底还在江苏卫视播吗帮我看下,4
快查询青岛飞深圳的飞机起飞了吗,2
她到底是一个怎样的女人晨报记者就此为你揭开谜底,8
调到荆州音乐广播，频率十一点零三,6
我是说附近最近的夜店,2
我不为我个人为了行业的尊严我决定放弃这个奖项,0
请播放鲁宾逊漂流记的俄语版小说,3
能给我来一个频率是九七点二的天津人民广播电台新闻台吗,6
每天她都会和准新郎通电话聊天但新郎从不为关于婚礼的问题烦她,5
明天台湾有雨吗,11
播放一下宗涛在福建新闻广播的节目,6
端午节是几月几号呀,9
客厅的空调温度改到最高,10
9月1号是农历几月几号,9
可以帮我把台灯打开吗,10
谢天华贴心地帮太太拎包充当护花使者,1
我需要听白敬亭的不加糖,5
请你给我设置一个大后天早上10点15分去纹眉的闹钟。,7
上期第二战场-2019-15在国防军事查看一下,1
我们会在明天九点到车站集合准备出发今晚把东西整理一下好好休息,4
我今天看的那个毒液继续播放一下可以吗,8
有网友评价郭师傅真做大师傅了,0
帮助我看看去往北海的客车哪天有票呢,2
我想看会电视，可以帮我打开不呢,10
能帮我调小些健身房的空调风速吗,10
快给我一条坐公交去医院的路线,2
航空煤油出厂价同时下调,5
其实另类是别人说的我觉得我现在特别正常,5
给我把温度调高,10
4月22号的王者荣耀竞技赛视频给我回放一下,1
从上海出发去苏州高铁多久？,2
警方现正调查初步判定为自杀,9
请帮我设好一个后天上午8点去拍全家福的提醒。,7
烦请帮忙把4月24号的提醒改到5月24号提醒,7
能给我单曲循环一首民谣吗,5
通灵妃的有声漫画帮我播一下,1
黄冈10号到益阳的汽车票查查,2
能否帮我打开取暖器呀,10
最近一周南京的空气质量怎么样,11
帮我报一下中国的阴历4月20是哪一天呢,9
热血的有声漫画播一个给我,0
80年代香港的犯罪电影找一个看一看,8
CCTV3播出的文化十分往期视频回放一下,4
江苏等地为晴天吗,4
一个人在外面注意安全,0
香港的电视剧逆天奇案拍摄花絮播放出来,1
全集家庭剧小舍得播放可以吗,8
放冯巩的春晚小品还钱我想听,5
帮我播放一下上海新闻广播十万个为什么,6
礼拜几是6月的12日,9
查询一下卧室温度,11
能不能查下日历前天的农历是多少呀,9
南方周末到现在你最多被问到的应该是太阳照常升起吧,8
想我了没问号宝贝句号,10
我需要收听富渍主持的回忆杀,6
今天播放量最高的治愈系歌曲来一首吧,5
播放恰好是少年王俊凯参加的,3
河北到江西有多远啊看下路线,2
帮我设置凌晨1点给孩子喂奶的闹钟,7
我想知道大前天是什么节日啊,9
对你感觉挺好的期待与你相识,8
后来数据监测显示收视率甚至超过黄金时间节目,6
有点儿想看旭旭宝宝的买东西的直播给我找一下那个台,6
那个情景喜剧继续给我看一会吧,8
我想知道郴州到衡阳的导航路线有几种方式。,2
是不是可以给我播放一下2020年的由晓光主持的音乐之声吗,6
我要听斯蒂芬金的恐怖小说黑暗的另一半,6
让他一夜之间从武汉变成金马奖最佳新人,2
作者是priest的广播剧播放一个给我,3
是不是能来一首90年代的舞曲啊,5
回看国防军事国防微视频-军歌嘹亮-青春迷彩谣,1
夜神月的教程视频给我找一个,1
所以嘱咐一下同行们同时也嘱咐一下我自己酒就不要再多喝了,0
播放一个朴宝英主演的电视剧的拍摄花絮,1
点一首90年代人都爱听的民谣,5
我要听百年孤独的英文版小说,3
搜索一下4月11日是阴历多少啊,9
今年的小暑是农历的哪天,9
麻烦请帮我设置一个周末早上9点去发传单的闹钟。,7
我很确定我就只能听中央人民广播电台的音乐之声,6
帮我查一下今年的春节是几月几日,9
5月5号不要忘了提醒我去104要账,7
我希望世界末日是真的,9
查询然后给我订几张去齐齐哈尔的机票,2
一三四九字文案感动张国立,9
推送下今天河南卫视的电视剧,8
古典音乐列表随机播放吧,5
找出泰国言情剧麻雀变凤凰播放,8
我想要知晓2021年的国庆节是星期四不是,8
给我播放法国长篇小说悲惨世界的日文版,8
我要看鬼畜剧场里的全明星手术室,1
频率是八八点三的高明电台继续给我收听可以吗,6
我们之间不能以虚相对那样她就会被曝光,0
广播剧AWM第一季第三集帮我播一下,8
继续上窥探这个剧,8
请循环给播一下忠实的朋友这个故事,3
我侄女想看公共台昨天播放过的战魂,8
七星彩这周奖金多少钱,0
唐嫣做客的电台节目立刻播放一下呢,8
找一个治愈歌单顺序播放一下呢,5
立刻找出来iPad Pro的测评视频,1
明天平潭空气质量怎么样,11
正在直播的世界斯诺克锦标赛快帮我调到,6
国产动漫斗罗大陆帮我找出来,1
查询明早乌镇会降水吗,11
听音乐台的话帮我找河南音乐广播,6
好久不看成龙主演的作品了，就看神话吧,8
你都有一些什么功能啊,10
帮我打开收音机，我想听下新闻,10
空调调高到28,10
给我循环播放一下杜甫的绝句,5
我现在就想把冰箱设置到零下五度,10
我要听王一博的年少心事,6
网友评点徐克的影视套拍好不热闹但从播出情况看似乎反响都平平,1
明天上午的闹钟建立一下,7
帮我回放国防军事频道兵器面面观-2021-90节目,4
等会听春晚小品循环播放一下2020年闫妮的快乐其实很简单,5
打开上午十点的好享购物,6
大理室内空气质量是良好吗,11
建筑学概论已于一零月二五日开拍拍摄地选为首尔与济州岛,8
搞笑类的有声漫画给我播一个,0
继续播放快乐星球的第10集之后的剧集,8
国内哪些大学有韩语专业,5
2月14号情人节是农历的哪天,9
现在请给我循环播放十二生肖的故事英文版,3
有声的紫襟说的悬疑的小说帮我播一下,6
能不能快点儿给我调高空调湿度,10
麻烦随便给我放一个鬼畜视频在哔哩哔哩上找,1
去往拉萨的普快今天有票没有啊,2
播放老友记的有声小说,3
2020年马丽出演的电影找一个播放呢,8
主演赵薇听歌周迅听歌孙俪听歌陈坤听歌甄子丹等人纷纷现身,8
帮我让空调切换到循环送风模式吧,10
可惜这辉煌的时代早已成为昨天,8
今天夜间有几级风啊,11
提醒我18号晚上7点去看话剧,7
云南少儿是不是正在播着宝贝爱动画帮我看下,4
随机来一首张杰的歌曲吧,5
查看昨天9点广西卫视播放的是什么节目,4
能来一个香港电影追龙吧,8
都末日了还上什么班儿,0
我想知道昨天应该是什么节日,9
我想再看一遍零点播放的嗨我的新家,1
给我找一下今年最火的轻音乐,5
但是二五日郑裕玲却突然出现在明报周刊的封面上宣布和吕方分手,0
你是在怪我知道我不好,0
我要查今天到上海的飞机票,2
查询夜间气温会大幅度降低吗,11
太冷了把空调关了吧,10
麻烦播放下心理FM,8
东湖新闻都是每天十二点三十五分开播吗帮我打开看下,4
下载贵金属属行情软件,1
城北片区什么地点可以办理电信固定安装业务,8
湖南卫视的拥抱幸福播完了吗帮我看下,4
北京飞新加坡的飞机究竟是不是是11点的啊,2
黄金屋商业服务有限公司,7
圣母哀悼曲凌轩企业社,3
因为有你我的世界才会如此完美,8
能不能帮我记一下明天下午给绝绝子打视频电话,7
帮我打开生活，我想看下今天下午播放些什么,1
能给我来一个13年周星驰执导的电影给我看吗,8
零点已经播出的顶级赛事-围棋回看一下,1
再过十分钟FM96.6的经济之声就能听了,6
2019年8月23期的中国新说唱节目花絮帮我找一下吧,1
稻香是周杰伦因汶川地震创作的吗,5
我想看日本电视剧咖啡遇上香草的幕后故事帮我播放一下,1
明天的合肥天气预报等会就放了帮我调好台,6
开心消消乐通关的视频播一下,1
周末要去石家庄，那边天气怎么样,11
请用英语读下王维的西施咏,5
查询目前在周口地区办理新势力十六元短信套餐可享受到哪些优惠,7
告诉我自驾车去丽江车少的路线,2
在我到家之前将空调打开。,10
播一下广播剧默读第一季,8
农业银行企业贷款利率是多少,11
山东生活十点钟有什么节目可以看帮我看下,4
我想要看93年的动画片十二生肖,8
快放一个安徒生的童话故事给我听,5
我不要无聊骚扰否则将起诉被我不要任何无偿服务,5
美国拍的科幻大片播放给我可以吗，漫威系列的,8
下次还不知道什么时候,9
给我收听一个频率是九二点零的天津人民广播电台滨海台,6
我必须知道后天是个什么节,9
查询一下农历5月初3是哪天呢,9
放一下潘长江的小品回家过年大家吃饭时候可以听,3
我想让你把频道调到河南广播电视台的新闻频道,6
帮我查一下后天到武汉的机票,2
前两天泰州那边真的下冰雹了么,11
昨天一五点五五分阮经天落户新浪微博发布了第一条微博,8
我要到谷滩新区翠林路26号看下怎么走,2
帮我把中央空调切换到静眠模式好吗,10
我要看17点的英雄联盟春季赛,1
你写错我叫野王鹤一九六九年九月二十五号,7
伊能静蒲巴甲主演的电影明天是否来临日前在京举办开机发布会,8
昨日凌晨一时五零分华西都市报记者已进入梦乡,4
给我听魔道祖师主题曲何以歌,5
想看哈尔的移动城堡这部日本电影。,8
继续播放我的漂亮朋友第5集之后的剧集,8
当她听到是主持舞林大道很快就答应了,6
职场的广播剧随便播放一个,3
现在赶紧告诉我星期二是农历几月几号呀,9
我要再看一遍刘昊然演的唐人街探案三。,8
晨报讯记者徐迅谁是眼下最受欢迎的明星,8
明天终于可以休息一天了,7
请帮我创建一个周五晚上8点左右看王牌对王牌的闹钟。,7
星光下的奇迹用故事巧妙联结歌曲在不同曲目中穿插文艺化的独白,0
学习化妆视频给我找一下,1
在回复本报记者的短信里还幽默地叮嘱冷静还是关注电影吧,8
想看生命线了查看一下在哪个频道播出,8
徐子淇追仔成功继续生公公亲证是男胎图,1
我要看江苏卫视的龙鼎风云帮我回放往期视频,1
你能给我播放一个去年播出的电视剧铁之骨吗,8
是的这就是陈宝国一个看,8
查看查看天津去往郑州的客车哪天有票呢,2
刘兰芳讲的赵匡胤演义播放一下,5
请只将明天下午3点的那个提醒删除,7
单曲循环英文歌曲Baby。,5
什么时候是陇端节,9
后天下午两点半去医院拿体检报告的提醒制定一下。,7
湖南卫视的今天的鲜厨100第二季播放一下,1
见此短信速上QQ我把答案传给你你看完速删,7
帮我把取暖器温度再调低点吧,10
我想看一个家庭剧生活万岁,8
世界无烟日在农历几月几日,9
我想听薛之谦的丑八怪。,5
找几个美国动漫视频小短片来看看,1
能给我播放一下三生三世枕上书的第四集吗,8
找一下迪丽热巴的三生三世枕上书播放吧,8
能不能调到音乐类的东莞音乐广播电台,6
请马上帮我播放聊斋,8
播放古诗夜宿山寺给大家听,5
调频到邓昆的美妆分享,6
记一下5月12号去烫头发,7
可以让冰箱冷藏室温度调到5度吗,10
拍戏主持唱歌全面开花样样精彩,6
另外就是运动游泳滑雪,5
江西湿度怎么样,11
马上给我新建一个备忘录4月29号去植树,7
今年的古尔邦节是农历的什么时候举行,9
石家庄从建华商厦到红旗大街和槐安路交叉口乘公交,2
闹钟定到明天下午3点,7
最近一周山西会有大风出现吗,11
昨日第一七届美在花城新星大赛在广州拉开帷幕,0
播一下屈原的离骚把,3
CCTV7国防军事频道5月20查询一下有哪些节目,4
你怎么知道你怎么知道,0
给小孩子讲个故事谁跑得最快,1
放一下本特利.利特的惊悚小说古希腊的魔咒德语版的,3
明天沧州会下冰雹吗,11
法国巴黎现在几度,11
请你帮我把空调调高个四五度,10
播放量最多的悬疑小说可以帮我找一下吗,8
打发打发时间帮我播放逆流而上的你吧都市剧,8
5月14日的凌晨剧场打开一下,1
美食每刻下午的节目播放一下,6
替我设置工作日学法语的闹铃,7
亲爱的啊以后去你家做客吃饭完要不要洗碗啊,2
周日有风吗几级风温度多少啊,11
日本动漫初恋怪兽给我找一下,1
林心如演的那个电视剧继续播放一下,8
我想看体育赛事重播,8
我记错了最后几个字是结了婚,0
张国柱张震交女友我来打分,2
播FM999犀牛电台的潮音乐,6
社费等可以在群空间查看,10
下个月五号是周几啊,9
80年代射雕英雄传专辑里的歌粤语全部顺序播放,5
告诉我七月十号曼彻斯特什么天气,11
设定闹钟半夜12点苹果发布会,7
回放一下5月26上午播出的远方的家2021-53,4
请给我播放古诗送人,8
萨噶达瓦节是农历的哪天,9
找个在放法语歌儿的音乐电台听,6
听了让人想哭的歌曲来一个吧,5
查询广州的湿度,11
今天是大雨还是中雨,9
几月几号是小寒,9
记者婚后是否多了责任,8
马上我就要你帮我规划一条不走高速的去哈尔滨路线,2
电饭煲调成糙米饭模式可以不可以呢,10
2021年5月23号帮我建立提醒复习考试内容,7
找一个范冰冰在90年代之后的电视剧播放,8
今天的新闻联播播了吗帮我看下,4
给我放一个张子亚的每日热评,6
成龙同名专辑内的真的，用了心播放一下吧,5
下周五建立备忘录参加家长会,7
新浪娱乐讯今春的高圆圆可谓是商业走秀场的宠儿,8
能帮我找到贵阳的路吧,2
你一般什么时候有空呢,0
广播剧魔道祖师的花絮帮我播放,1
陈奕迅的歌曲中有没有英文歌呢,5
欢乐喜剧人是在吉林综艺播放吗我想看下,4
我想看一个中国今年的电视剧啊,8
纯古筝弹奏版本的南山南可以听听吗,5
放一个王维的山中送别,5
今天北京的降水量能不能测出来,11
能不能来一个频率是一零三点九的北京人民广播电台交通台,6
帮我看看农历正月12是3月3日还是3月4日啊,9
他说明后十二十三号两天的温度天气状况挺好的,11
放一个童话故事蜗牛和玫瑰树法语版的,5
沈阳始发的磁悬浮列车哪天有票,2
能看韩星朴信惠的电视剧吗,8
我有一个老婆我还想再找一个小三怎么办,0
熟悉的过程熟悉的描述与熟悉的一切,5
请给我放一下郭麒麟岳云鹏的相声三大才子来听,3
剧种也融到现代社会的人事物中去发展他不接受你愣给这不强迫吗,0
上海交通广播的大家帮给我放一下,6
来一首西班牙情歌给我吧,5
一九岁的孩子朝气蓬勃的年纪发生这样的事令人难以置信,8
我想看看3月26日是农历几月几日,9
美丽新风尚今晚21点44分还是在安徽经济生活播出吗帮我看下,4
舌尖上的中国二电视上又在播了我想看下,4
是否可以播放一下杨紫的现代剧给我看啊,8
让电视机关机,10
欢快的歌曲播放一个吧,5
放一首李白的送友人英文版听,5
能不能播放一下西游记的第二集,5
我需要你立刻播放2021年乘风破浪的姐姐里面出现的歌,5
香港版的电视剧花木兰的拍摄花絮播放出来,1
我想听岳云鹏和孙悦的对口相声,5
能不能设两个闹钟，一个是早上八点半，一个是晚上八点半,9
曾承认老婆怀孕李亚鹏现封口,0
给我放李绅的悯农,5
多喝水水对保持柔美的肌肤尤为重要,7
好像有哪个台演电影呢陆小凤传奇快观看一下,8
告诉我如何开车去北京太庙啊,2
新浪娱乐讯一零日早晨涉毒被捕的酒井法子被送交东京地方检察厅,5
在中国一线女明星中这个最具性价比的桂冠又花落谁家呢,5
给你打电话怎么不接啊,0
我说给调到FM105点2我要听路文文的节目,6
专辑鸽子里的歌曲随机播放一个吧,5
播放破云广播剧的花絮,1
随便播一个都市的有声小说,3
有点冷，空调的度数可以再调高三度吗,10
空调风速放小多放点儿,10
国防军事频道有节目叫国防微视频-军歌嘹亮-青春迷彩谣看下,4
查下今天夜间鸡西的平均气温,11
南阳了哎他那都快儿闷死了,11
回放5月22日的陕西新闻联播,6
2020年播出的宋茜和宋威龙主演的电视剧下一站是幸福播放一下可以吗,8
毛不易唱的电视剧金曲随机来一首,5
我想看下陕西二套今早的都市快报早间版,8
收听音乐类的江苏人民广播电台音乐台,6
凌晨3点喊我打王者的那个备忘录请记得帮我删除,7
查看电影频道播的快递丘比特,8
你能给我瞅瞅星期几是教师节,9
立刻找出来iPad Air的测评视频,1
今年的七夕是几月几号,9
广东的空气质量好吗,11
我们有枪战有近身肉搏还有大量的追逐和跟踪戏,8
古代神话剧就给我播放喜气洋洋猪八戒,8
我想重新看一下综合台播出的变形记,6
快点找出来电视剧三国演义的花絮视频,1
香港飞往长沙的飞机有没有下午两点的,7
怦然心动的有声漫画帮我播一下,1
帮我找一张明天武汉飞石家庄最早的机票,2
记得将4月10号修改成4月9号提醒,7
体坛快讯的往期节目回看一下,6
广东韶关那里这次会不会有台风登陆啊,11
吸血鬼侦探这个韩国电视剧的花絮给我播放一下,1
帮我调到国宝发现之旅节目昨晚没来及看,6
异形大战铁血蛋战士二,0
给我播放邓紫棋的摩天动物园,8
今天下午要穿棉袄吗,11
明天就到乌鲁木齐了啊,2
湖南明天有没有可能下雨,11
有声小说三体播放一下,1
给我找FM90点0就是中央人民广播电台,6
有声小说罪无可赦播放一下,1
南京信息工程大学滨江学院物理考生的分数线,11
昨日娱乐圈劳模范冰冰来到郑州为某品牌羽绒服做代言,0
我小学时挺假小子的整天野在外面晒得很黑,11
去年有没有好听的悲伤歌曲播放一下吧,5
找一个BBC自制的最好看的纪录片来看吧,1
相恋五年胡须男苦追燕姿,0
给我放望天门山这首诗来听吧,3
希望你过的比我幸福能怎么样,8
抖音上火的好听歌曲随机来一个吧,5
创建30号上午10点带孩子去书法课的提醒。,7
马上帮我回放浙江电视台的今日聚焦,1
我想看2020年上线的美国大片,8
记得提醒我每周一到周六晚上6点在群里打卡,7
圣诞除夕分别是几月几号,9
能告诉我农历5月初3是哪天吗,9
想看百姓财经，帮我打开公共吧,10
给我查询一下12点30分有惠州始发去汕头的汽车不,2
无线四五周年台庆亮灯仪式邵逸夫亮相高层玩团结,7
能否查下日历大后天是农历几月初几呢,9
中国新闻在哪个电视频道播出查询一下,4
广播剧默读的花絮帮我播一下,1
我想看克里斯汀斯图尔特拍摄暮光之城时的现场搞笑花絮,1
播聪明的小裁缝这个故事给小孩听,3
FM106点2的电台节目帮我播放一下,6
放一个童话故事小红帽来听一下,5
明天要去安徽出差，那边天气怎么样,11
查询苏杭气温,11
给我新建一个9月19号10点的闹钟,7
等会回家路上想听麻烦给我播放德云社的群口相声,3
看到谢霆锋夫妇很感动,8
三星平板六二幺零能进行系统升级吗,8
查找电影指环王系列的剪辑片段吧,1
帮我打开洗衣机吧，将洗衣机里的衣服洗了,10
很知足喜欢给儿子换尿不湿,8
我不想听歌了，帮我关闭音响。,10
明天天气晴朗吗，能带孩子去植物园吗？,11
频率是九六点六的第二套节目经济频道给我收听一下可以吗,6
查一下今天南京的紫外线指数,11
顺序播放一下莱芙里面的歌曲呢,5
请问今天万宁污染严重吗,11
千金归来这个电视全集都给我播放一下吧，就是李易峰演的那个,8
周五下午六点十五分会下雨吗？,11
农历的什么时候是驴节,9
帮我开启明天上午8点去栽树的闹钟。,7
帮我找出5月27日18点播出的动漫,1
6号的那个备忘录你帮我改成9号,7
我们都想听一下许嵩的医生这首歌呢,5
迪丽热巴的一千零一夜能不能播放呢,8
我等下要出门，关了空气净化器吧。,10
七律人民解放军占领南京的诗句,1
看一下鹿晗演的甜蜜暴击,8
我需要听一个频率是九三点四的山东人民广播电台综合频道,6
不要试图跟一个煞笔争论,6
东周刊前总编因刘嘉玲裸照案入狱五个月,11
瑞奇马汀不请保姆自己照顾宝宝,0
大生活家每天都会在七点四十分播放吗我想看下,4
就是说上次让你带东西来着,0
接着上次继续播放斯蒂芬金的宠物公墓第四章,8
麻烦播放一下专辑爱你3000，按顺序播放,5
在北京当个三线歌手肯定比我现在赚的多十倍,0
搜索播放济南明天是否有雨,11
昨天西南地区刮风了吗,11
韶关周三会下暴雨吗,11
请给我放一下路遥的人生来听,5
放一下自私的巨人这个故事给我听吧,3
回放2008年的北京奥运会,8
请告诉我知道国庆节是哪个月多少号,9
即被在后面的小春打了他的头一下,1
快点查一下星期一是多少号呢,9
回应只提供建议不帮助决定,11
廖碧儿迷上咏春率香港咏春联会弟子拜祭宗师,8
能否查询礼拜二是农历几号呀,9
放个小说美丽与悲哀来给我听吧,3
用电磁炉1900W的火力煮鸡肉,11
是否可以收听经济类的珠江经济电台呢,6
帮我打开南昌精品房产吧，想了解今天的房产信息,1
不过至记者截稿时并没有得到孙骁骁和苏醒的回应,8
能否将5月10号的提醒改到6月12号提醒,7
说说什么节日是5月12日啊,9
请调到北京人民广播电台的新闻台,6
2021年在中国播出的十二谭讲解视频帮我播放吧,1
播一个晚上00点更新的国产动漫,1
今年的中秋节是哪天,9
农历的吃立节是哪天,9
《让我一次爱个够》播放一下，庾澄庆的,5
从正定到定兴怎么走啊,2
给我看一个三年前的抗战时期剧吧,8
帮我设置周五下午6点去减肥的提醒。,7
是不是能把2018年的电影悲伤逆流成河播放一下呢,8
我没有身份证那么怎么知道我是男是女,9
听海峡之声闽南话广播的闽南文艺,6
帮我把洗衣机设置为混合洗试试吧,10
想了解一下昨天的今日关注，给我回放一下吧,1
我八号去西安应该穿什么样的衣服,11
频率是九九点九的英德人民广播电台听听啊,6
我们一起听一听我们的时光这首民谣吧,5
想看首都经济报道，帮我打开北京经济吧,8
麻烦帮我看看5号北京是不是有大暴雨,11
放古诗春日英文版,5
有钱的花花公子不必碰不可碰碰而不得,8
续播推理小说无罪之证的第三章,8
播放一个李世英主演的电视剧的介绍视频,1
秦始皇哪年统一六国的,0
香港的电视剧流金岁月第十集花絮播放出来,1
幸好杜家毅八年前是以制片人的身份第一次见到陈国富,5
稍后单曲循环播放中文版的see you again,5
零点37的天气预报再帮我播放一遍,1
恋爱的广播剧随便播放一个,3
麻烦把空气加湿器打开。,10
怎么走自驾车去云南丽江最省告诉费呢,2
放一下频率是九九点四的镇江经济广播电台,6
江苏影视的剧说那些事播过了吗帮我看下,8
90年代的有关土改时候的剧播放一个可以吗,8
据网友说尺度开放程度比兽兽视频有过之而无不及,1
第五人格游戏的视频播一下,1
频率是九九点八的湖北人民广播电台经济台可以播放一下吗,6
听沈阳生活广播的我家在装修在生活台呢,6
怎么开车去莲塘路377号,2
告诉我下室内PM2.5是多少,10
能不能只删除下午1点到7点的闹铃,7
查查5号到兰州西站的火车票,2
我想要从黄石去石家庄火车票下铺,2
你能给我来一首播放量最高的纯音乐吗,5
可以把灯亮度调节成百分之五十吗,10
给我随机找一个新闻电台啊,6
查询什么节日是9月10日啊,9
查询荷兰会下雨吗,11
明天晚上7点去烧香的闹铃帮我开启一下吧。,7
请在今天4点的时候通知我去上计算编程课,7
麻烦给我播放刘琮和杨天翔合作的广播剧,8
来一个推理剧的风暴舞吧,8
麻烦关一下吸尘器。,8
那你发张照片过来看看,0
例句公园怎么走过去啊,2
扫地机器人去充电可以嘛,10
快速打开江苏公共新闻电视台的奇趣大自然。,4
是否可以播放一下吴磊出演的斗破苍穹呢,8
下一个播放文艺之声频道的流行音乐,6
这里怎么到南开火车站,2
我们家乡夏天的平均室外温度为摄氏25度,11
查一下明天大理的穿衣指数,11
动漫夏目友人帐第五季帮我找一下吧,1
贵州卫视的贵州新闻联播播放一下,6
韩国艺人李敏镐的电视剧给我播放一个可以吗,8
看下CCTV4演的走近科学家,8
我要听王尔德的故事快乐王子,6
麻烦我要听浙江人民广播电台的新闻快报,6
后天上午十一点钟提醒我去接朋友出院 ,7
今天空气质量怎么样适合骑行吗,11
另外对于收入分配的规定也非常不公平因此才提出解约,8
人口-2021-21在CCTV1，这期节目能在电视上找一下吗,8
说说星期一是几号来着啊,9
把暖风温度上升一些,10
如何骑车去海边没有上坡路呢,0
今天早上的父母爱情还有播吗帮我看下,4
我真的很想看今年的和平精英解密系列的完整版视频给我打开下可以吗,1
顺序播放金志文专辑远走高飞里的歌,5
重阳节是几月几号？,9
我要你唱一个2011年的西班牙语言歌曲给我呢,5
定一个今天下午2点去游乐园的闹钟。,7
7月5日去赣州最快的汽车是哪一趟。,2
预约下明天早上八点开启电饭煲然后调到快煮饭模式,10
爱丁堡苏格兰国立美术馆在哪一年正式对外,5
下个月会下雨吗,11
沧州穿衣指数准确吗,11
给我找一个C罗的经典足球比赛来看,1
加湿器设置为恒湿调节模式吧,10
你给我播放一下家庭剧小舍得呢,8
我想看香港的科幻喜剧呢,8
请继续播放五十年代的战争电影吧,8
有土耳其进行曲吗放一下听听古典,6
西安的空气质量是较好吗,11
南宁今天凉爽吗需要穿褂子吗,11
到机场帮我找一下最短路线,2
查询未来一周香港天气状况,11
昨天法国报告“罕见” 变异新冠病毒的新闻视频再给我放下吧,1
请播放东野圭吾的推理小说嫌疑人X的献身,8
有声的紫襟讲的都市的小说帮我播一下,6
能不能在日历里查查五月一日和五月四日哪个是青年节,9
能继续收听交通类的羊城交通广播电台吗,6
我要看下越战越勇节目，帮我回放下,1
有听后让人热血沸腾的歌曲吗,5
请帮我查一下舌尖上的中国纪录片,1
你好俄罗斯是不是在黑龙江卫视播放帮我看下,4
学猫叫这首歌一直循环一下吧,5
都市路剧场十一点播放完毕后紧接着播放什么节目帮我看下,4
B站上的非正式会谈第六季的相关视频快点给我播放,1
你可以只打开9号凌晨的闹钟,7
有声小说盗墓笔记给我播一下,4
给我播放今天更新的那集螺丝钉我要看,1
八月一日晚谢贤四哥致电给我他说我明天可以在你节目讲些话吗,0
燕云台第二十集播放一下吧,8
我要听用法语讲的狮子烫头发的故事,3
日本的恐怖片播放一个吧像贞子那样的,8
苏珊大妈取消澳洲演唱会自称太忙需要时间休息,7
马上播一下杜甫的佳人,8
末代皇帝传奇今晚21点将在安徽农业科教播出吗帮我看下,4
来播一个郑渊洁的小故事给我听,3
帮我继续播放一下遇龙的第三集吧,8
请不要让我背负莫须有的罪名我无法承受,8
僵尸之地编剧将负责剧本,8
洗衣机漂洗使得水位设定为三升,10
继续拨拨到宁夏音乐广播听那儿的本土音乐潮,6
刚刚我想知道南京始发经停的飞机哪天才有票呢,2
听听丽红主持的都市之声,6
搜索让人看了非常气愤的说不出话的短信,8
播放寻宝游戏里面的歌曲重复重复呢,5
给小孩子放一个葫芦兄弟的故事吧,3
晚上不想睡早上不想起,7
6月20号在星期天吗,11
是否能找一首2019年的抖音歌曲播放下呢,5
下午三点有哪个台放大话西游吗帮我看下,4
随机播放一首古筝弹奏的曲子可以吗,5
美食纪录片螃蟹的征途给我找一下,1
打开播放广州降水的报告,8
